Var1,fcname,ela_distr_skewness,ela_distr_kurtosis,ela_distr_number_of_peaks,ela_level_mmce_lda_10,ela_level_mmce_qda_10,ela_level_mmce_mda_10,ela_level_lda_qda_10,ela_level_lda_mda_10,ela_level_qda_mda_10,ela_level_mmce_lda_25,ela_level_mmce_qda_25,ela_level_mmce_mda_25,ela_level_lda_qda_25,ela_level_lda_mda_25,ela_level_qda_mda_25,ela_level_mmce_lda_50,ela_level_mmce_qda_50,ela_level_mmce_mda_50,ela_level_lda_qda_50,ela_level_lda_mda_50,ela_level_qda_mda_50,ela_meta_lin_simple_adj_r2,ela_meta_lin_simple_intercept,ela_meta_lin_simple_coef_min,ela_meta_lin_simple_coef_max,ela_meta_lin_simple_coef_max_by_min,ela_meta_lin_w_interact_adj_r2,ela_meta_quad_simple_adj_r2,ela_meta_quad_simple_cond,ela_meta_quad_w_interact_adj_r2,disp_ratio_mean_02,disp_ratio_mean_05,disp_ratio_mean_10,disp_ratio_mean_25,disp_ratio_median_02,disp_ratio_median_05,disp_ratio_median_10,disp_ratio_median_25,disp_diff_mean_02,disp_diff_mean_05,disp_diff_mean_10,disp_diff_mean_25,disp_diff_median_02,disp_diff_median_05,disp_diff_median_10,disp_diff_median_25,limo_avg_length_reg,limo_avg_length_norm,limo_length_mean,limo_ratio_mean,nbc_nn_nb_sd_ratio,nbc_nn_nb_mean_ratio,nbc_nn_nb_cor,nbc_dist_ratio_coeff_var,nbc_nb_fitness_cor,pca_expl_var_cov_x,pca_expl_var_cor_x,pca_expl_var_cov_init,pca_expl_var_cor_init,pca_expl_var_PC1_cov_x,pca_expl_var_PC1_cor_x,pca_expl_var_PC1_cov_init,pca_expl_var_PC1_cor_init,ic_h_max,ic_eps_s,ic_eps_max,ic_eps_ratio,ic_m0
11,F10_D41_I5_S100,1.38802882662523,3.10672499604454,1.2,0.0919024390243902,0.0769268292682927,0.0906341463414634,1.19479611722428,1.01432588431394,0.849911640238958,0.160829268292683,0.123853658536585,0.159268292682927,1.30137910794101,1.00971578234036,0.778025708063574,0.176439024390244,0.131317073170732,0.168682926829268,1.34474014777625,1.04661899110337,0.77908262255406,0.6537732426311,-0.889260382731275,0.0143627240465146,1.30289446741373,96.2199195930096,0.959430755177386,0.681569362222479,320.454638227785,1.0004840423627,0.945067265503368,0.954169719853978,0.96330060246664,0.976021280698459,0.943745691326497,0.954073170838908,0.96314010772444,0.975849019017741,-0.143000934611315,-0.119305442871033,-0.0955359918861666,-0.062421457621867,-0.146520514547667,-0.11962180864524,-0.0960058742808411,-0.0629039922277704,2.80643062147172,1,2.80643062147172,96.2199195930096,0.886746185415681,0.971521342371497,0.702801276256322,0.0443183965132074,-0.343390753627815,0.902439024390244,0.902439024390244,0.857142857142857,0.880952380952381,0.025520786295633,0.0255198858576611,0.239139036177296,0.0431486670502874,0.843561008838434,0.285285285285285,0.213627544773584,-0.411411411411411,0.597022938018546
12,F10_D41_I6_S100,1.2208555450738,2.81117921368818,1.6,0.106341463414634,0.0831219512195122,0.105707317073171,1.28079447069597,1.00608316606318,0.786594005217316,0.250243902439024,0.147170731707317,0.244975609756097,1.70140061486501,1.02158632903374,0.600621019351261,0.307658536585366,0.170780487804878,0.271951219512195,1.80197056811424,1.13172197423895,0.628393991915737,0.297061344880555,-0.625507814961356,0.0064586636362466,0.750854302843604,320.715892152218,0.927960500095935,0.356527098426811,661.79991222107,1.00028955776299,0.951095776203308,0.95781737561762,0.964172233933299,0.977028056232277,0.951001522918555,0.957970166654303,0.963978404232861,0.976857327155835,-0.12730759340064,-0.109810034215824,-0.0932669519521772,-0.0598006311750734,-0.127622541621843,-0.109472220401856,-0.0938225448241767,-0.0602778454284129,1.91148181255858,1,1.91148181255858,320.715892152218,0.895585063742514,0.972424197990063,0.696795916222152,0.0444549738237581,-0.359921429753765,0.902439024390244,0.902439024390244,0.880952380952381,0.904761904761905,0.025520786295633,0.0255198858576611,0.232453461150548,0.036934798862956,0.857737362556179,0.273273273273273,0.237950582859482,-0.359359359359359,0.615031722791606
13,F10_D41_I7_S100,1.29230105679197,3.36671131286866,1,0.0897073170731707,0.0764878048780488,0.0887804878048781,1.1735607143305,1.01116593243575,0.863617618536048,0.127512195121951,0.109365853658537,0.126243902439024,1.16669816937173,1.00995773710031,0.867366490688178,0.116243902439024,0.106439024390244,0.114878048780488,1.09351409741435,1.01183673494969,0.926847930822835,0.780908980005868,-2.58785795614839,0.0205481561787063,1.03212823832918,58.6339067981052,0.965873323303034,0.795773338049117,28.9633397476026,1.00063379891695,0.943702062026783,0.956575990098653,0.965946195091042,0.977992225115482,0.944003633850424,0.956029066343192,0.96561224199322,0.977855816246775,-0.146554662155575,-0.113041664022562,-0.0886489939783454,-0.0572906320905569,-0.145848664136045,-0.114528172316093,-0.0895670497745628,-0.0576768070675342,3.06513731636433,1,3.06513731636433,58.6339067981052,0.884774762291847,0.971337843688397,0.703778016193507,0.0442895008565161,-0.338986247107619,0.902439024390244,0.902439024390244,0.857142857142857,0.880952380952381,0.025520786295633,0.0255198858576611,0.241407827349339,0.0448889168280137,0.847504119050354,0.241241241241241,0.207303293790095,-0.403403403403403,0.589799902391411
14,F10_D41_I8_S100,1.10008094385999,1.97232795891627,1.4,0.109121951219512,0.0808780487804878,0.108731707317073,1.34969509428845,1.00384052188928,0.744305432913618,0.236146341463414,0.144878048780488,0.230878048780488,1.62998140198499,1.02287038570954,0.627611656172733,0.266975609756098,0.156390243902439,0.249951219512195,1.70925915734118,1.06850568026644,0.626424480968912,0.372281798298128,1.32019048922248,0.0128040362279246,0.597162339191018,104.659553119707,0.939865416250297,0.42738668870114,113.386612133675,1.00033552296088,0.955639489424426,0.962847520964447,0.968439683688043,0.976561171333181,0.956073100679642,0.962370929068302,0.968006158700763,0.976293705362581,-0.115479311521422,-0.0967154326757492,-0.0821578972185763,-0.0610160499275401,-0.114412729742016,-0.0980093472260489,-0.0833314593029716,-0.0617458170703682,2.1312432429969,1,2.1312432429969,104.659553119707,0.883237084353525,0.971918678775288,0.692176590188317,0.0449633952254981,-0.377235520349902,0.902439024390244,0.902439024390244,0.880952380952381,0.904761904761905,0.025520786295633,0.0255198858576611,0.233898995715406,0.0384746523244994,0.856050289937314,0.281281281281281,0.247100849073279,-0.355355355355355,0.61185944363104
15,F10_D41_I9_S100,1.41225880992369,3.6667348040011,1.4,0.102439024390244,0.0837073170731707,0.102926829268293,1.22438425005009,0.995283719239524,0.813372479970205,0.275707317073171,0.152878048780488,0.268829268292683,1.8073733323702,1.02560997729748,0.568683562980256,0.347756097560976,0.186682926829268,0.305219512195122,1.86703046119353,1.1401609312024,0.612610617154294,0.193892699814975,1.07997170191288,0.00341428406750717,0.574331317469991,189.296825479806,0.916171859605123,0.25675761293305,52.8664903713809,1.00026254865941,0.95733145515944,0.961032723398618,0.967423476270556,0.976874121014079,0.958235394370945,0.960934611415805,0.967284868338506,0.976594851315141,-0.111074987583588,-0.101439727315614,-0.0848034113359786,-0.060201395404537,-0.10878147590343,-0.101750579565446,-0.085210887819153,-0.0609616004829698,1.55724613210899,1,1.55724613210899,189.296825479806,0.884157312789395,0.972036465327272,0.689191553454204,0.0451233926659612,-0.360489941873404,0.902439024390244,0.902439024390244,0.880952380952381,0.904761904761905,0.025520786295633,0.0255198858576611,0.230453339466348,0.034512722221996,0.855281440186142,0.301301301301301,0.249588567186422,-0.347347347347347,0.621376281112738
16,F11_D41_I10_S100,2.59970201240406,8.79352060899654,14.6,0.1,0.0759024390243902,0.1,1.31946162828919,1,0.759024390243902,0.251268292682927,0.135365853658537,0.253707317073171,1.85656589148968,0.990384695588571,0.533576824190965,0.400878048780488,0.15219512195122,0.219219512195122,2.63594722303328,2.04977684287162,0.775511231969463,0.105256809492535,-1.01847799173052,0.00702663717906252,0.366055775797054,119.750744272859,0.972478699190996,0.129180902679235,424.957224013395,1.00021555138151,0.987341530410488,0.991366627434214,0.992099365298274,0.994668702598902,0.987642550852624,0.991009713822932,0.992209712844678,0.99470350321864,-0.0329526488370624,-0.0224743151565395,-0.0205669546699136,-0.0138784703505067,-0.0321863555510319,-0.0234152292410562,-0.0202902400379432,-0.0137952855184191,1.17148491539927,1,1.17148491539927,119.750744272859,0.798147106702871,0.965517480764468,0.635112037262024,0.0513847442988188,-0.254245578496558,0.902439024390244,0.902439024390244,0.880952380952381,0.904761904761905,0.025520786295633,0.0255198858576611,0.228703620610705,0.0318751630181504,0.795049789898238,0.389389389389389,0.10525887668787,-0.495495495495495,0.63294289897511
17,F11_D41_I11_S100,2.61567744887278,9.40551459379605,14.4,0.1,0.0758536585365853,0.1,1.31879218358944,1,0.758536585365853,0.253658536585366,0.13419512195122,0.249609756097561,1.89117069367659,1.01712975229118,0.538064554447787,0.361414634146342,0.158487804878049,0.190439024390244,2.28131585058084,1.99062952820323,0.869755324553345,0.149229438535442,-0.145959316763575,0.00164996952417959,0.759852841803516,1039.10795477765,0.93430123047413,0.199136480559165,933.033643780694,1.00021611169645,0.994157227691412,0.992808813493917,0.992130836443896,0.995256948478237,0.994100920736468,0.992941112939485,0.992262774615294,0.995337406908882,-0.0152098670508295,-0.0187199960550033,-0.0204849594499118,-0.0123471048130448,-0.0153647614631524,-0.018385174374387,-0.0201523070652189,-0.0121442666074253,1.3763499040276,1,1.3763499040276,1039.10795477765,0.797368138161527,0.965417110645666,0.6349685052862,0.0515009288063819,-0.248723164505999,0.902439024390244,0.902439024390244,0.880952380952381,0.904761904761905,0.025520786295633,0.0255198858576611,0.229578706295767,0.0332981530949608,0.798283052228214,0.377377377377377,0.115128055785496,-0.491491491491491,0.63743289409468
18,F11_D41_I12_S100,2.68047148854955,10.3518228271112,13.6,0.1,0.0754634146341463,0.1,1.3254573978236,1,0.754634146341463,0.250243902439024,0.138390243902439,0.25190243902439,1.80939333654996,0.993426332194817,0.549398348698804,0.44580487804878,0.154682926829268,0.253268292682927,2.88748472126849,1.81020226345009,0.626626635205895,0.0592606836916931,0.181066473397005,0.00745991065247837,0.402680198909754,91.0193972245193,0.955390650770942,0.0931350865886092,846.965240094479,1.00021810438804,0.991060916528991,0.993475396236023,0.993630756483199,0.995369350461817,0.991734984026954,0.993231527260218,0.99373055083436,0.995378211795806,-0.0232699229912356,-0.0169847108392209,-0.0165803499395465,-0.0120545041181322,-0.0215257328327149,-0.0176287551872832,-0.0163293355498,-0.0120380043560648,0.909721778682217,1,0.909721778682217,91.0193972245193,0.79776438099302,0.965582477564658,0.629248007220295,0.0518172807921311,-0.257971257337854,0.902439024390244,0.902439024390244,0.880952380952381,0.904761904761905,0.025520786295633,0.0255198858576611,0.227782270669202,0.0300654128506309,0.798937780385824,0.389389389389389,0.123969631964213,-0.487487487487487,0.636847242557345
19,F11_D41_I13_S100,2.4511703474248,8.68052549608792,13.6,0.101560975609756,0.0765365853658536,0.10219512195122,1.32737335950753,0.993820737405858,0.74892543329751,0.335707317073171,0.136975609756098,0.33019512195122,2.45139137422731,1.01669458960868,0.4148323635554,0.13419512195122,0.130048780487805,0.0406829268292683,1.03177627480956,3.33416350876695,3.22628768897538,0.474601625062322,0.579951253341391,0.00738274044234268,0.895466794218164,164.600518390956,0.976986528463646,0.492497343817449,382.571820432727,1.00029274086891,0.991881650635412,0.992222555542277,0.990430485677207,0.9916494272111,0.992641814414245,0.992766529489962,0.990576195757906,0.991682763007101,-0.0211336984212155,-0.0202461004506691,-0.0249112648814692,-0.0217381339746246,-0.0191650621675149,-0.0188394042689988,-0.024544750206459,-0.0216627245319711,2.40005138196657,1,2.40005138196657,164.600518390956,0.80126281863253,0.965642915650724,0.638908357163433,0.0510758517586758,-0.2533632673442,0.902439024390244,0.902439024390244,0.880952380952381,0.9,0.025520786295633,0.0255198858576611,0.235819292876263,0.0403005477647488,0.788156445993937,0.321321321321321,0.106817550108686,-0.527527527527527,0.621132259638848
20,F11_D41_I14_S100,2.61053199694887,10.9934895436291,15,0.114780487804878,0.076780487804878,0.116243902439024,1.49506390388804,0.987382303956175,0.6605138209323,0.173707317073171,0.12190243902439,0.165560975609756,1.42624458960698,1.05051504112273,0.737306384834799,0.0561951219512195,0.107414634146342,0.0322439024390244,0.524185949344699,1.74551366618773,3.33702378076168,0.652954273201936,-0.372807150830902,0.0166213403713992,1.12824109299185,109.072872139017,0.974630463407725,0.663151618632139,542.63932147609,1.00043801958047,0.991959818773391,0.991112318932492,0.990351453409082,0.988883261184904,0.992156699961067,0.991545197626791,0.990506483835025,0.988965840043032,-0.0209306492518517,-0.0231365227993095,-0.0251172976630215,-0.0289391710311247,-0.0204307172540682,-0.0220217086353589,-0.0247277297527874,-0.0287400251386316,2.80561168773892,1,2.80561168773892,109.072872139017,0.800536214191346,0.966301568068697,0.648581283052071,0.0502579216495965,-0.257425985202141,0.902439024390244,0.902439024390244,0.857142857142857,0.880952380952381,0.025520786295633,0.0255198858576611,0.23911782983201,0.0431313013676648,0.793486508174634,0.333333333333333,0.113235360473996,-0.531531531531531,0.602000976085895
21,F11_D41_I15_S100,2.9607178777735,14.7979459793882,14.8,0.100146341463414,0.0762439024390244,0.100195121951219,1.31435763094535,0.999514563106796,0.760934720246501,0.277609756097561,0.13790243902439,0.27980487804878,2.0155185369339,0.992163612509565,0.492854421238441,0.272926829268293,0.148878048780488,0.10790243902439,1.83379318403845,2.58039731939513,1.41172155043661,0.23936215725019,0.585103347437214,0.0165115990792306,0.652154318928965,200.539733760369,0.966729124240263,0.262472162431382,297.763779028588,1.00025263309655,0.987237787175576,0.991735589964509,0.993180950634725,0.994075828991508,0.987690766253789,0.991816910973916,0.993388716055694,0.994246001078059,-0.0332222393320147,-0.0215138684079205,-0.0177514214632987,-0.015421850434229,-0.0320593819079416,-0.0213134477462025,-0.017219895423588,-0.0149871413386974,1.72106553561429,1,1.72106553561429,200.539733760369,0.803445382622509,0.965629078550416,0.636219443265339,0.0513060122807119,-0.255745320848337,0.902439024390244,0.902439024390244,0.880952380952381,0.904761904761905,0.025520786295633,0.0255198858576611,0.231346072134589,0.0356651154797144,0.798962312237731,0.385385385385385,0.125996794794934,-0.475475475475475,0.634748657881894
